Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 49730,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),3730,United States Fish Commission,5/17/04,Net - Surface Tow,North Pacific Ocean,,,Japan,Shizuoka,,,"Honshu Island, Suruga Bay, Omae Zaki",34.6475,138.016,,,Albatross R/V,,,,68.00,,,,USFC/A3730,,,0,,,,,,,,4/22/19 19:27,http://n2t.net/ark:/65665/3dad67826-8158-42b6-b43b-4dfe49f8c247
USNM 49876,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,5118,United States Fish Commission,1/22/12,"Trawl - Tanner Beam, 12 ft, with mud bag",North Pacific Ocean,,Balayan Bay,Philippines,Batangas,,,"Luzon Island, Balayan Bay, SW of",13.8125,120.698,,Philippines Expedition,Albatross R/V,,,,291.00,,,,USFC/A5118,,,0,,,,,,,,7/18/19 18:18,http://n2t.net/ark:/65665/30fd0d31d-1f43-4e43-aa90-b26f020869e1
USNM 49891,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5118,United States Fish Commission,1/22/12,"Trawl - Tanner Beam, 12 ft, with mud bag",North Pacific Ocean,,Balayan Bay,Philippines,Batangas,,,"Luzon Island, Balayan Bay, SW of",13.8125,120.698,,Philippines Expedition,Albatross R/V,,,,291.00,,,,USFC/A5118,,,0,,,,,,,,7/18/19 18:18,http://n2t.net/ark:/65665/3a004b252-f7f5-49e7-9c58-9c524b6859b7
USNM 49901,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5393,United States Fish Commission,3/14/13,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,Samar Sea,,Philippines,Northern Samar,,,Tagapulo Island,12.0583,124.06,,Philippines Expedition,Albatross R/V,,,,249.00,,,,USFC/A5393,,,0,,,,,,,,8/6/19 16:17,http://n2t.net/ark:/65665/38a5bda6b-19c9-418d-9ef7-136c5130bd0d
USNM 49902,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5546,United States Fish Commission,9/16/13,"Trawl - Albatross Blake Beam, 9 ft",North Pacific Ocean,,,Philippines,Sulu,,,"Jolo Island, Dalrymple Harbor, North of",6.1133,121.342,,Philippines Expedition,Albatross R/V,,,,252.00,,,,USFC/A5546,,,0,,,,,,,,8/4/19 20:54,http://n2t.net/ark:/65665/346db82bc-437e-4366-9f37-7e869afada15
USNM 49903,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Chace, Fenner A., Jr., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5117,United States Fish Commission,1/22/12,"Trawl - Tanner Beam, 12 ft, with mud bag",North Pacific Ocean,,Balayan Bay,Philippines,Batangas,,,"Luzon Island, Balayan Bay, Sombrero Island, SW of",13.8728,120.773,,Philippines Expedition,Albatross R/V,,,,216.00,,,,USFC/A5117,,,0,,,,,,,,7/18/19 18:16,http://n2t.net/ark:/65665/3b5e60700-3797-4b37-898e-a20a61787a01
USNM 49915,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,5,,Alcohol (Ethanol),3716,United States Fish Commission,5/12/04,"Trawl - Tanner Beam, 8 ft",North Pacific Ocean,,,Japan,Shizuoka,,,"Honshu Island, Suruga Bay, Ose Zaki",,,,,Albatross R/V,,,,229.00,,,,USFC/A3716,,,0,,,,,,,,4/22/19 17:19,http://n2t.net/ark:/65665/38d277990-9067-463e-8d4e-8d74ff16ec5a
USNM 49935,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5640,United States Fish Commission,12/14/13,"Trawl - Agassiz beam, 12 ft",Indian Ocean,Banda Sea,,Indonesia,Sulawesi,,,"Celebes Island, Butung Strait, Labuan Blanda",-4.45,122.928,,Philippines Expedition,Albatross R/V,,,,44.00,,,,USFC/A5640,,,0,,,,,,,,9/4/19 18:56,http://n2t.net/ark:/65665/341b9b383-b03f-4c27-bdf8-448e2a65c8ed
USNM 49938,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),3755,United States Fish Commission,5/20/04,"Trawl - Tanner Beam, 8 ft",North Pacific Ocean,,,Japan,Chiba,,,"Honshu Island, Sagami Bay, Suno Saki",,,,,Albatross R/V,,,,141.00,,,,USFC/A3755,,,0,,,,,,,,4/23/19 18:01,http://n2t.net/ark:/65665/35009952a-e827-46e2-b393-dd32f05402af
USNM 50020,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5113,United States Fish Commission,1/18/12,"Trawl - Tanner Beam, 12 ft, with mud bag",North Pacific Ocean,China Sea,Balayan Bay,Philippines,Batangas,,,"Luzon Island, Balayan Bay, Sombrero Island, NE of",13.8583,120.842,,Philippines Expedition,Albatross R/V,,,,291.00,,,,USFC/A5113,,,0,,,,,,,,7/18/19 18:09,http://n2t.net/ark:/65665/33fbbeaa6-7f40-46f5-b352-0b344a4451ff
USNM 5092,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,United States Fish Commission,2/15/09,,North Atlantic Ocean,,,United States,Maine,,,Off Eastport,,,,,,,,,,,,,,,,0,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3a6dec80a-1a27-42ed-8505-3c6eef4c53cf
USNM 51466,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,3741,United States Fish Commission,5/18/04,"Trawl - Tanner Beam, 8 ft",North Pacific Ocean,,,Japan,Shizuoka,,,"Honshu Island, Suruga Bay, Ose Zaki",,,,,Albatross R/V,,,,124.00,,,,USFC/A3741,,,0,,,,,,,,4/22/19 19:55,http://n2t.net/ark:/65665/3dae08b08-43d7-4342-92f4-2466bdf6557c
USNM 51503,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,4 ca.,,Alcohol (Ethanol),73,,1/27/62,,South Pacific Ocean,,,Chile,,,,West Of San Felix Island,-25.73,-85.42,,Downwind Expedition,,,,,228.00,,,,,,,223669,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3fe94af90-b3a5-4143-8c73-1f3129e138b6
USNM 51855,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1960,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),3764,United States Fish Commission,5/23/04,"Trawl - Tanner Beam, 8 ft",North Pacific Ocean,,,Japan,Chiba,,,"Honshu Island, Sagami Bay, Suno Saki",34.95,139.88,,,Albatross R/V,,,,91.00,,,,USFC/A3764,,,0,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3e479dd51-697a-446b-a106-aa9830070974
USNM 54567,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,3,,Alcohol (Ethanol); DRY,HAUL 11,"Grigg, R.",8/26/75,,North Pacific Ocean,,,United States,Hawaii,,,Brooks Bank,23.98,-166.67,,Sango Expedition,Townsend Cromwell R/V,XIII,,,564.00,,,,,,,323385,,,,,,,,7/23/20 18:16,http://n2t.net/ark:/65665/3bc38e4cb-3682-4627-88b8-6202543fa05d
USNM 54568,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),HAUL 4,"Grigg, R.",8/30/75,,North Pacific Ocean,,,United States,Hawaii,,,Kaula Island,21.675,-160.63,,Sango Expedition,Townsend Cromwell R/V,XIII,,,560.00,,,,,,,323385,,,,,,,,7/26/20 20:55,http://n2t.net/ark:/65665/3fbfe41ac-ffed-45da-84f5-4f3ff6ebcda6
USNM 54860,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,3 ca.,,Alcohol (Ethanol),21,,1/19/76,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Perlas Archipelago, San Jose Island, South Of",7.1833,-79.2667,,USNOO,Gilliss R/V,72-01,,,1463.00,,,,,,,322031,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/36052c9d7-674d-4cbb-9087-3c732e20bc4c
USNM 55083,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),776,,7/30/72,,North Atlantic Ocean,Caribbean Sea,,Colombia,,,,"Guajira Peninsula, Aramatka Point, North of",12.2217,-72.8333,,,Pillsbury R/V,6806,,,576.00,,,,P776,,,322031,,,,,,,,11/18/21 22:09,http://n2t.net/ark:/65665/332c25dcb-7c5e-42b5-889a-7461089eca91
USNM 55084,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),1386,,7/10/75,,North Atlantic Ocean,Caribbean Sea,,Dominican Republic,,,,"La Romana, South Of",18.3567,-69.1,,,Pillsbury R/V,7101,,,148.00,,,,,,,322031,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3aa93d22f-d7b5-4543-b4f0-e1a745fa611c
USNM 55085,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),7,,7/3/76,,North Atlantic Ocean,,,Bahamas,,,,"New Providence Island, Nassau, NW Of",25.13,-77.47,,,Columbus Iselin R/V,7203,,,329.00,,,,,,,322031,,,,,,,,3/1/21 21:40,http://n2t.net/ark:/65665/33249d6e0-d54a-4c5c-b657-a00b1d88c311
USNM 55086,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),21,,1/19/76,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Perlas Archipelago, San Jose Island, South Of",7.1833,-79.2667,,USNOO,Gilliss R/V,72-01,,,1463.00,,,,,,,322031,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3c196da50-fb66-4d4e-a155-58e6d3e36643
USNM 55115,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,100,,Alcohol (Ethanol),736,,7/23/72,,North Atlantic Ocean,Caribbean Sea,,Venezuela,,,,"La Tortuga Island, West Of",10.95,-65.8667,,,Pillsbury R/V,6806,,,155.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/32e64a4e6-37f4-42ed-a798-40cb3695826a
USNM 55116,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),1303,,7/22/74,,North Atlantic Ocean,Caribbean Sea,,Dominican Republic,,,,San Pedro,18.35,-69.2383,,,Pillsbury R/V,7006,,,176.00,,,,,,,322031,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3c1570364-c105-460d-b7f5-b7a7fedaf8a0
USNM 55117,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),1387,,7/10/75,,North Atlantic Ocean,Caribbean Sea,,Dominican Republic,,,,"La Romana, South Of",18.3567,-69.145,,,Pillsbury R/V,7101,,,165.00,,,,,,,322031,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3bc2b208e-bffc-45cb-b55f-8e3c7a9b0d63
USNM 55511,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),2153,United States Fish Commission,04/30/1884,Tangle - Bar,North Atlantic Ocean,,,Cuba,,,,"Straits Of Florida, off Havana",23.1719,-82.3861,,,Albatross R/V,,,,518.00,,,,USFC/A2153,,,0,,,,,,,,11/8/18 17:10,http://n2t.net/ark:/65665/352f755cc-a3f5-4179-a860-64ea349dff9b
USNM 55512,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Iwamoto, T.",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),4226,,3/10/67,"Dredge - Tumbler, 6 ft",North Atlantic Ocean,,,Brazil,Maranhao,,,approx. 180 miles north of Sao Luis,0.3,-44.28,,,Oregon R/V,84,,,274.00,,,,,,,215284,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3f1bf1fa2-28d4-4e91-b34c-4c6fcbb1abd3
USNM 55513,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),4939,,6/12/68,,North Atlantic Ocean,Caribbean Sea,,Mexico,Quintana Roo,,,"Cozumel Island, East Of",20.4167,-86.2167,,,Oregon R/V,,,,274.00,,,,,,,257263,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/32ae83f20-ff70-4765-9db9-062404f29a35
USNM 55514,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),169,,6/30/67,,North Atlantic Ocean,,,Bahamas,,,,"Grand Bahama Island, Memory Rock, NW Of",27.0167,-79.3583,,,Gerda R/V,6333,,,567.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3c624a70d-7e21-4166-92fc-f37399bda712
USNM 55515,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),181,,7/3/67,,North Atlantic Ocean,,,Bahamas,,,,"Straits of Florida, off NW edge of Little Bahama Bank",27.95,-78.9333,,,Gerda R/V,6333,,,779.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/36f261de7-85db-48e6-892a-e98cb8e4877d
USNM 55516,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol); DRY,235,,1/31/68,,North Atlantic Ocean,,,Bahamas,,,,"Straits Of Florida, Great Bahama Bank, West Of North Bimini Island",25.7333,-79.3667,,,Gerda R/V,6403,,,531.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3c2e703f2-ed59-4bf1-8741-77f32457bd61
USNM 55518,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),261,,2/8/68,,North Atlantic Ocean,,,Bahamas,,,,"Little Bahama Bank, Off NW Corner",27.3333,-79.3667,,,Gerda R/V,6404,,,512.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/348765781-e51b-44af-9fd7-ba4a3c542fb6
USNM 55519,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),391,,9/20/68,,North Atlantic Ocean,,,Bahamas,,,,"Little Bahama Bank, NW Corner Of",27.3333,-79.2,,,Gerda R/V,6433,,,92.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3e5f1ccfa-35f9-448b-83dc-70a277db8fcc
USNM 55520,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),526,,3/4/69,,North Atlantic Ocean,,,Bahamas,,,,"Grand Bahama Island, Pinders Point, West Of",26.4667,-78.6667,,,Gerda R/V,6511,,,329.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3e3bcd6f7-fb76-4010-a14c-51580e8f371a
USNM 55521,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),666,,7/18/69,,North Atlantic Ocean,,,Bahamas,,,,"Little Bahama Bank, Off NW Corner",27.8,-79.25,,,Gerda R/V,6528,,,522.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3c44bc1e5-8a40-4c35-8d83-de1081349d18
USNM 55522,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),696,,7/23/69,,North Atlantic Ocean,,,Bahamas,,,,"Grand Bahama Island, Pinders Point, SE Of",26.4667,-78.6167,,,Gerda R/V,6528,,,575.00,,,,,,,295887,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/37d01fa05-7837-4c7e-8960-5f09218ada02
