¥éËCatalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 77517,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,17.00,,,,,,Original Number : OG0002KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3a8bd2def-d258-4517-9363-2bcfcb9dc515
USNM 77518,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,24.00,,,,,,Original Number : OG0003KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/357b37651-61f9-47c3-82df-ae61a3f628d0
USNM 77520,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0005KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/33ccb15ec-ecd8-4531-80dd-ee90e7070f5a
USNM 77521,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0006KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d14f4250-dc11-41fe-a89d-4674c3cfbbcd
USNM 77522,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0007KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3e85490f1-c93b-497e-8bc0-4e1d2c044cfb
USNM 77523,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0008KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/39629299f-5ca7-4859-9a3b-93791585a416
USNM 77524,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0009KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/301d2648c-f162-465f-98e6-5d0e1a2e7877
USNM 77526,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0010KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/32142d407-f085-4c24-b038-1bcd28689803
USNM 77530,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama, Cut",27.1,142.2,,,,,,,6.00,,,,,,Original Number : OG0014KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d8831ec7-ff86-493a-9686-797a369123ae
USNM 77531,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,9.00,,,,,,Original Number : OG0015KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3cf245deb-802b-4f5c-88f5-bb8dd128aa37
USNM 77532,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama, Cut Entrance",27.1,142.2,,,,,,,6.00,,,,,,Original Number : OG0016KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/31947ceef-0436-4c37-88f7-564e1a484cd3
USNM 77533,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama, Cut Entrance",27.1,142.2,,,,,,,6.00,,,,,,Original Number : OG0017KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3cf830317-d0e0-43f5-a5a6-16771411c4cb
USNM 77535,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/15/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Mansaku No Hana",27.105,142.238,,,,,,,25.00,,,,,,Original Number : OG0021KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/350430b02-769e-4f9f-8910-2079ac969d08
USNM 77536,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/15/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Mansaku No Hana",27.105,142.238,,,,,,,25.00,,,,,,Original Number : OG0022KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/337a52e00-a0c8-4b0e-af7f-c37db92282cc
USNM 77540,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,22.00,,,,,,Original Number : OG0027KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/30e0d08d2-2ed7-4aa0-8840-c7b8ebeeb4b0
USNM 77541,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,22.00,,,,,,Original Number : OG0028KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3cebd97a3-afbb-4972-89d5-b80dfe2b639a
USNM 77543,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,25.00,,,,,,Original Number : OG0030KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d350bde9-a0a9-4917-a932-9693c2cb4be9
USNM 77547,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,30.00,,,,,,Original Number : OG0032KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3005ffab9-75c2-4f08-ac8e-c70b17bbc726
USNM 77548,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,30.00,,,,,,Original Number : OG0035KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/37d6baa24-5ddf-424d-8aeb-cf66d8d80b6f
USNM 77549,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,30.00,,,,,,Original Number : OG0036KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/304bca0e2-de38-47bc-a8db-952e1333483b
USNM 77550,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,30.00,,,,,,Original Number : OG0037KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/39220fedb-533b-4a29-86fc-3228ea0d6aea
USNM 77553,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,20.00,,,,,,Original Number : OG0040KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/39a039c25-4ece-41c4-90c9-36117c1736bd
USNM 77555,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,20.00,,,,,,Original Number : OG0042KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3ff2c9f3b-92a1-4290-9394-128c670d81cf
USNM 77556,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,17.00,,,,,,Original Number : OG0044KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/394001097-b4a6-416c-b152-1a1b37d2e091
USNM 77557,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,17.00,,,,,,Original Number : OG0045KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/38dafd3c1-4994-4a16-ba22-52b076953f22
USNM 77558,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,15.00,,,,,,Original Number : OG0046KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3379aad5e-22f5-4aeb-9360-724be9b7357d
USNM 77561,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,15.00,,,,,,Original Number : OG0048KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/32e8bac86-3dd4-4b3b-8367-796047c60413
USNM 77562,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,15.00,,,,,,Original Number : OG0049KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3b4aa0094-4341-4418-9aa1-0de959d47f60
USNM 77563,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,15.00,,,,,,Original Number : OG0050KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3ccc7b11c-bc6a-446d-bac1-2ce093c78898
USNM 77564,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,15.00,,,,,,Original Number : OG0052KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/30dd74dee-438e-4686-ab49-b04f60c6f8b4
USNM 77565,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,15.00,,,,,,Original Number : OG0053KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3cd843804-a2df-4a12-9511-f397e6aee08b
USNM 77566,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Nishijima, Shigashi",27.12,142.173,,,,,,,16.00,,,,,,Original Number : OG0054KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3c871fbde-5608-454e-91f2-1030357bc6a9
USNM 77571,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,22.00,,,,,,Original Number : OG0059KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/32e21f968-ca82-4f36-b070-8c2fae945a71
USNM 77572,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,22.00,,,,,,Original Number : OG0060KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/32cdd554a-8880-4c9b-80d6-27988bd6ed74
USNM 77573,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,22.00,,,,,,Original Number : OG0061KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3e37280c1-5e05-4bfb-a642-65d9bfc413ec
USNM 77574,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0065KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3525c7927-a2f6-4dbb-aa29-53fb293017eb
USNM 77575,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,22.00,,,,,,Original Number : OG0066KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/31d724dc3-fe1f-4db3-a6a3-c73492e5d450
USNM 77576,Specimen/Lot,Acalycigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/17/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Botono Asane",27.1,142.2,,,,,,,23.00,,,,,,Original Number : OG0067KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/368b19d35-9c51-4b06-ac51-35c2fe73b10d
